time,P_stack,T_stack,H2,Q_delivered,W_pump,degradation_cost,y_on,y_off,y_standby,y_cold_start,wind,price,window_H2_max,active_mode
101,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,190248.2469,96.33000299999999,62257.62480097147,1104.0
102,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,185868.1374,98.64000300000001,62257.62480097147,1104.0
103,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,175170.5138,98.64000300000001,62257.62480097147,1104.0
104,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,159948.4198,98.64000300000001,62257.62480097147,1104.0
105,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,158089.7393,98.64000300000001,62257.62480097147,1104.0
106,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,166567.5629,98.64000300000001,62257.62480097147,1104.0
107,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,176033.232,98.64000300000001,62257.62480097147,1104.0
108,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,177932.3914,96.66000300000002,62257.62480097147,1104.0
109,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,179420.3783,96.66000300000002,62257.62480097147,1104.0
110,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,185111.9576,96.66000300000002,62257.62480097147,1104.0
111,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,187483.972,96.66000300000002,62257.62480097147,1104.0
112,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,194539.8185,96.66000300000002,62257.62480097147,1104.0
113,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,209044.7611,96.66000300000002,62257.62480097147,1104.0
