time,P_stack,T_stack,H2,Q_delivered,W_pump,degradation_cost,y_on,y_off,y_standby,y_cold_start,wind,price,window_H2_max,active_mode
144,39150.0,340.649,147.53251317452128,4121.861816567156,200.1972809056854,225.61106548789868,1.0,0.0,0.0,0.0,47190.105,212.04000000000002,54338.28864385447,938.0
145,31050.0,340.65099999999995,117.39549453373085,3295.6408797197464,266.7800670033956,183.2594285806488,1.0,0.0,0.0,0.0,38241.0172,212.04000000000002,56060.67695553605,831.0
146,24300.0,340.649,92.93378104937628,2279.158326151296,184.4916975786853,182.0807037875675,1.0,0.0,0.0,0.0,32175.2951,212.04000000000002,56060.67695553605,826.0
147,21600.0,340.649,83.71164031439022,1636.1849014283005,79.46247771895119,221.85487871130644,1.0,0.0,0.0,0.0,28745.32181,212.04000000000002,56060.67695553605,925.0
148,20250.0,340.649,78.6731294230482,1477.2925596596237,71.74444703672866,221.55833641823477,1.0,0.0,0.0,0.0,27779.85942,212.04000000000002,56060.67695553605,924.0
149,21600.0,340.649,83.71164031439022,1636.1849014283005,79.46247771895119,221.85487871130644,1.0,0.0,0.0,0.0,28780.80805,212.04000000000002,56060.67695553605,925.0
150,27000.0,340.649,103.66453428836677,2322.0582801400387,112.77698316692083,223.02920919506607,1.0,0.0,0.0,0.0,33856.15629,204.0,56060.67695553605,929.0
151,33750.0,345.65099999999995,127.05882656642274,3733.6287950576952,302.2349146840372,183.72507090198476,1.0,0.0,0.0,0.0,41693.34687,204.0,58146.72642010296,833.0
152,40500.0,340.649,152.32896581418336,4341.28837940195,210.85474668036088,225.89336140727818,1.0,0.0,0.0,0.0,47751.5157,204.0,58146.72642010296,939.0
153,44550.0,340.649,166.6334700838992,5020.78814095344,243.85779498535337,226.73525509151796,1.0,0.0,0.0,0.0,51366.0293,204.0,58146.72642010296,942.0
154,47250.0,340.649,176.10173247067272,5490.811773816122,266.68666636631804,227.2925110546642,1.0,0.0,0.0,0.0,54054.7484,204.0,58146.72642010296,944.0
155,47250.0,340.649,176.10173247067272,5490.811773816122,266.68666636631804,227.2925110546642,1.0,0.0,0.0,0.0,54016.4603,204.0,58146.72642010296,944.0
156,45900.0,340.649,171.37424360135748,5254.138854966311,255.19155155502023,227.0142740080427,1.0,0.0,0.0,0.0,52926.0765,152.33999699999998,58146.72642010296,943.0
157,43200.0,340.649,160.39410700689683,5392.409527485885,436.5121770108577,185.33138198745442,1.0,0.0,0.0,0.0,50494.9348,152.33999699999998,59928.04262987873,840.0
158,41850.0,340.649,157.11109130112493,4564.297855050103,221.68623318520102,226.17481409999553,1.0,0.0,0.0,0.0,48627.39695,152.33999699999998,59928.04262987873,940.0
159,39150.0,340.649,147.53251317452128,4121.861816567156,200.1972809056854,225.61106548789868,1.0,0.0,0.0,0.0,46350.3228,152.33999699999998,59928.04262987873,938.0
160,41850.0,340.649,157.11109130112493,4564.297855050103,221.68623318520102,226.17481409999553,1.0,0.0,0.0,0.0,48737.6645,152.33999699999998,59928.04262987873,940.0
161,49950.0,345.65099999999995,185.51776649137548,5973.896597951397,290.14991490365713,227.84669310971097,1.0,0.0,0.0,0.0,57499.9208,152.33999699999998,59928.04262987873,946.0
162,63450.0,345.65099999999995,231.87001695501834,8571.357767891488,416.30762872851955,230.5747615684173,1.0,0.0,0.0,0.0,70813.7415,115.91999700000001,59928.04262987873,956.0
163,72900.0,345.65099999999995,263.65559953399327,10554.880658998176,512.646590849396,232.4455066651052,1.0,0.0,0.0,0.0,80255.76640000001,115.91999700000001,61632.54151732482,963.0
164,78300.0,345.65099999999995,281.59469509342193,11744.363523163749,570.4193269786657,233.50131474958604,1.0,0.0,0.0,0.0,85188.8216,115.91999700000001,61632.54151732482,967.0
165,79650.0,345.65099999999995,286.05510759869645,12047.826497639307,585.1584097158342,233.76383297786495,1.0,0.0,0.0,0.0,87404.2297,115.91999700000001,61632.54151732482,968.0
166,85050.0,345.65099999999995,303.8022699463028,13285.307730885896,645.2624086107094,234.80834480518223,1.0,0.0,0.0,0.0,91967.6234,115.91999700000001,61632.54151732482,972.0
167,83700.0,345.65099999999995,299.3794654922321,12972.439791501105,630.0665302589298,234.5480400042397,1.0,0.0,0.0,0.0,90877.6199,115.91999700000001,61632.54151732482,971.0
168,78300.0,340.649,281.59469509342193,11744.363523163749,570.4193269786657,233.50131474958604,1.0,0.0,0.0,0.0,86029.4591,104.60999699999999,61632.54151732482,967.0
169,79650.0,350.649,283.2202141587608,13278.775088972741,1074.9085344093726,191.24994439029484,1.0,0.0,0.0,0.0,87281.4944,104.60999699999999,62628.33681159776,867.0
