time,y_on,y_off,y_standby,y_cold_start,y_cool,P,wind,Spot Price,H2,sum x,Q cooling,T,Target T,Temp difference,Delta T eff,Q net,Q limit,P_grid,z_shutdown_begin,deg_on_cost,degradation_cost
237,1.0,-0.0,-0.0,0.0,1.0,128250.0,383109.168,94.23,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,248109.168,-0.0,162.43074750369306,162.43074750369306
238,1.0,-0.0,-0.0,0.0,1.0,128250.0,381923.605,94.23,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,246923.60499999998,-0.0,162.430747503693,162.430747503693
239,1.0,-0.0,-0.0,0.0,1.0,128250.0,384450.019,94.23,431.5233179281724,1.0,2703.6253281279323,330.649,298.15,32.499000000000024,32.499000000000024,2550.9471093071656,130536.52848000005,249450.01899999997,-0.0,162.430747503693,162.430747503693
240,1.0,-0.0,-0.0,0.0,1.0,124200.0,381810.095,95.94,419.32228401027584,1.0,2437.5035306654604,330.649,298.15,32.499000000000024,32.499000000000024,2437.5035306654613,130536.52848000005,250860.09499999997,-0.0,161.94939494856038,161.94939494856038
241,1.0,-0.0,-0.0,0.0,1.0,124200.0,381767.817,95.94,419.32228401027584,1.0,2437.5035306654604,330.649,298.15,32.499000000000024,32.499000000000024,2437.5035306654613,130536.52848000005,250817.81699999998,-0.0,161.9493949485604,161.9493949485604
242,1.0,-0.0,-0.0,0.0,1.0,124200.0,378082.365,95.94,419.32228401027584,1.0,2437.5035306654604,330.649,298.15,32.499000000000024,32.499000000000024,2437.5035306654613,130536.52848000005,247132.365,-0.0,161.9493949485604,161.9493949485604
243,1.0,-0.0,-0.0,0.0,1.0,124200.0,371926.741,95.94,419.32228401027584,1.0,2437.5035306654604,330.649,298.15,32.499000000000024,32.499000000000024,2437.5035306654613,130536.52848000005,240976.74099999998,-0.0,161.9493949485604,161.9493949485604
244,1.0,-0.0,-0.0,0.0,1.0,124200.0,369450.577,95.94,419.32228401027584,1.0,2437.5035306654604,330.649,298.15,32.499000000000024,32.499000000000024,2437.5035306654613,130536.52848000005,238500.577,-0.0,161.9493949485604,161.9493949485604
245,1.0,-0.0,-0.0,0.0,1.0,124200.0,371133.667,95.94,419.32228401027584,1.0,2437.5035306654604,330.649,298.15,32.499000000000024,32.499000000000024,2437.5035306654613,130536.52848000005,240183.66700000002,-0.0,161.9493949485604,161.9493949485604
246,1.0,-0.0,-0.0,0.0,1.0,116100.0,371135.869,96.81,394.7201945671155,1.0,2211.975023718525,330.649,298.15,32.499000000000024,32.499000000000024,2211.975023718526,130536.52848000005,248285.869,-0.0,160.9787986290388,160.9787986290388
247,1.0,-0.0,-0.0,0.0,1.0,116100.0,370043.567,96.81,394.7201945671155,1.0,2211.975023718525,330.649,298.15,32.499000000000024,32.499000000000024,2211.975023718526,130536.52848000005,247193.56699999998,-0.0,160.9787986290388,160.9787986290388
248,1.0,-0.0,-0.0,0.0,1.0,116100.0,370261.137,96.81,394.7201945671155,1.0,2211.975023718525,330.649,298.15,32.499000000000024,32.499000000000024,2211.975023718526,130536.52848000005,247411.137,-0.0,160.9787986290388,160.9787986290388
249,1.0,-0.0,-0.0,0.0,1.0,116100.0,363319.148,96.81,394.7201945671155,1.0,2211.975023718525,330.649,298.15,32.499000000000024,32.499000000000024,2211.975023718526,130536.52848000005,240469.148,-0.0,160.97879862903878,160.97879862903878
250,1.0,-0.0,-0.0,0.0,1.0,116100.0,364008.82,96.81,394.7201945671155,1.0,2211.975023718525,330.649,298.15,32.499000000000024,32.499000000000024,2211.975023718526,130536.52848000005,241158.82,-0.0,160.9787986290388,160.9787986290388
251,1.0,-0.0,-0.0,0.0,1.0,116100.0,363762.205,96.81,394.7201945671155,1.0,2211.975023718525,330.649,298.15,32.499000000000024,32.499000000000024,2211.975023718526,130536.52848000005,240912.20500000002,-0.0,160.9787986290388,160.9787986290388
252,1.0,-0.0,-0.0,0.0,1.0,126900.0,363128.718,95.76,427.46357878321464,1.0,2361.4126863716397,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2514.0909051924073,145900.27151999992,229478.718,-0.0,162.27058355170772,162.27058355170772
253,1.0,-0.0,-0.0,0.0,1.0,126900.0,356611.605,95.76,427.46357878321464,1.0,2512.3942751034474,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2512.394275103448,145900.27151999992,222961.60499999998,-0.0,162.27058355170772,162.27058355170772
254,1.0,-0.0,-0.0,0.0,1.0,126900.0,355394.389,95.76,427.46357878321464,1.0,2665.0724939242145,330.649,298.15,32.499000000000024,32.499000000000024,2512.394275103448,130536.52848000005,221744.38900000002,-0.0,162.27058355170772,162.27058355170772
255,1.0,-0.0,-0.0,0.0,1.0,126900.0,350099.937,95.76,427.46357878321464,1.0,2514.090905192407,330.649,298.15,32.499000000000024,32.499000000000024,2514.0909051924073,130536.52848000005,216449.93699999998,-0.0,162.2705835517077,162.2705835517077
256,1.0,-0.0,-0.0,0.0,1.0,126900.0,345686.457,95.76,427.46357878321464,1.0,2514.090905192407,330.649,298.15,32.499000000000024,32.499000000000024,2514.0909051924073,130536.52848000005,212036.457,-0.0,162.27058355170772,162.27058355170772
257,1.0,-0.0,-0.0,0.0,1.0,126900.0,345887.596,95.76,427.46357878321464,1.0,2361.4126863716397,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2514.0909051924073,145900.27151999992,212237.59600000002,-0.0,162.2705835517077,162.2705835517077
258,1.0,-0.0,-0.0,0.0,1.0,128250.0,343193.846,94.350003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,208193.84600000002,-0.0,162.430747503693,162.430747503693
259,1.0,-0.0,-0.0,0.0,1.0,128250.0,329632.86,94.350003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,194632.86,-0.0,162.43074750369306,162.43074750369306
260,1.0,-0.0,-0.0,0.0,1.0,128250.0,315934.448,94.350003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,180934.44799999997,-0.0,162.43074750369306,162.43074750369306
261,1.0,-0.0,-0.0,0.0,1.0,128250.0,308715.519,94.350003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,173715.51899999997,-0.0,162.43074750369306,162.43074750369306
262,1.0,-0.0,-0.0,0.0,1.0,128250.0,293134.444,94.350003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,158134.44400000002,-0.0,162.43074750369306,162.43074750369306
263,1.0,-0.0,-0.0,0.0,1.0,128250.0,288724.3111,94.350003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,153724.3111,-0.0,162.43074750369306,162.43074750369306
264,1.0,-0.0,-0.0,0.0,1.0,128250.0,295977.601,92.820003,431.5233179281724,1.0,2550.94710930716,335.6510000000001,298.15,37.50100000000015,37.50100000000015,2550.9471093071656,145900.27152000045,160977.60100000002,-0.0,162.43074750369306,162.43074750369306
265,1.0,-0.0,-0.0,0.0,1.0,128250.0,293710.972,92.820003,431.5233179281724,1.0,2550.9471093071443,335.6510000000001,298.15,37.50100000000015,37.50100000000015,2550.9471093071656,145900.27152000045,158710.972,-0.0,162.43074750369186,162.43074750369186
266,1.0,-0.0,-0.0,0.0,1.0,128250.0,299215.785,92.820003,431.5233179281724,1.0,2550.947109307148,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,164215.78499999997,-0.0,162.43074750369192,162.43074750369192
267,1.0,-0.0,-0.0,0.0,1.0,128250.0,302402.4739,92.820003,431.5233179281724,1.0,2550.94710930716,335.6510000000001,298.15,37.50100000000015,37.50100000000015,2550.9471093071656,145900.27152000045,167402.47389999998,-0.0,162.43074750369306,162.43074750369306
268,1.0,-0.0,-0.0,0.0,1.0,128250.0,295752.384,92.820003,431.5233179281724,1.0,2550.9471093071497,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,160752.38400000002,-0.0,162.43074750369186,162.43074750369186
269,1.0,-0.0,-0.0,0.0,1.0,128250.0,294783.031,92.820003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,159783.03100000002,-0.0,162.43074750369306,162.43074750369306
270,1.0,-0.0,0.0,-0.0,1.0,128250.0,283697.786,92.340003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,148697.78600000002,-0.0,162.43074750369303,162.43074750369303
271,1.0,-0.0,0.0,-0.0,1.0,128250.0,291568.551,92.340003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,156568.55099999998,-0.0,162.43074750369303,162.43074750369303
272,1.0,-0.0,0.0,-0.0,1.0,128250.0,291361.6261,92.340003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,156361.6261,-0.0,162.43074750369303,162.43074750369303
273,1.0,-0.0,0.0,-0.0,1.0,128250.0,284054.989,92.340003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,149054.989,-0.0,162.43074750369306,162.43074750369306
274,1.0,-0.0,0.0,-0.0,1.0,128250.0,278621.38,92.340003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,143621.38,-0.0,162.43074750369306,162.43074750369306
275,1.0,-0.0,0.0,-0.0,1.0,128250.0,262803.851,92.340003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,127803.85100000002,-0.0,162.43074750369303,162.43074750369303
276,1.0,-0.0,-0.0,0.0,1.0,128250.0,268641.323,91.26,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,133641.32299999997,-0.0,162.43074750369306,162.43074750369306
277,1.0,-0.0,-0.0,0.0,1.0,128250.0,255548.5956,91.26,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,120548.5956,-0.0,162.43074750369306,162.43074750369306
278,1.0,-0.0,-0.0,0.0,1.0,128250.0,264510.039,91.26,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,129510.03899999999,-0.0,162.43074750369306,162.43074750369306
279,1.0,-0.0,-0.0,0.0,1.0,128250.0,277890.5044,91.26,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,142890.50439999998,-0.0,162.43074750369306,162.43074750369306
280,1.0,-0.0,-0.0,0.0,1.0,128250.0,269292.665,91.26,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,134292.66499999998,-0.0,162.43074750369306,162.43074750369306
281,1.0,-0.0,-0.0,0.0,1.0,128250.0,271393.98,91.26,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,136393.97999999998,-0.0,162.43074750369306,162.43074750369306
282,1.0,-0.0,0.0,0.0,1.0,128250.0,256566.902,89.73,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,121566.902,-0.0,162.43074750369306,162.43074750369306
283,1.0,-0.0,0.0,0.0,1.0,128250.0,247722.069,89.73,431.5233179281724,1.0,2703.6253281279323,330.649,298.15,32.499000000000024,32.499000000000024,2550.9471093071656,130536.52848000005,112722.06899999999,-0.0,162.43074750369306,162.43074750369306
284,1.0,-0.0,0.0,0.0,1.0,128250.0,237524.914,89.73,431.5233179281724,1.0,2552.6437393961246,330.649,298.15,32.499000000000024,32.499000000000024,2552.643739396125,130536.52848000005,102524.91399999999,-0.0,162.43074750369306,162.43074750369306
285,1.0,-0.0,0.0,0.0,1.0,128250.0,241239.954,89.73,431.5233179281724,1.0,2552.6437393961246,330.649,298.15,32.499000000000024,32.499000000000024,2552.643739396125,130536.52848000005,106239.954,-0.0,162.43074750369306,162.43074750369306
286,1.0,-0.0,0.0,0.0,1.0,128250.0,256008.2941,89.73,431.5233179281724,1.0,2399.9655205753575,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2552.643739396125,145900.27151999992,121008.2941,-0.0,162.43074750369306,162.43074750369306
287,1.0,-0.0,0.0,0.0,1.0,128250.0,264550.975,89.73,431.5233179281724,1.0,2703.5642812591523,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2550.9471093071656,130542.67151999992,129550.97499999998,-0.0,162.43074750369306,162.43074750369306
288,1.0,-0.0,-0.0,0.0,1.0,128250.0,265242.083,82.19999999999999,426.81197613250845,1.0,2826.220002557462,325.649,298.15,27.499000000000024,27.499000000000024,2673.541783736695,115178.92848000006,130242.08299999998,-0.0,132.8331860705248,132.8331860705248
289,1.0,-0.0,-0.0,0.0,1.0,128250.0,254400.7277,82.19999999999999,426.81197613250845,1.0,2522.560195004888,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2675.2384138256543,130542.67151999992,119400.72769999999,-0.0,132.8331860705248,132.8331860705248
290,1.0,-0.0,-0.0,0.0,1.0,128250.0,238565.347,82.19999999999999,426.81197613250845,1.0,2673.541783736695,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,103565.34700000001,-0.0,132.8331860705248,132.8331860705248
291,1.0,-0.0,-0.0,0.0,1.0,128250.0,255577.498,82.19999999999999,426.81197613250845,1.0,2673.541783736694,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,120577.49799999999,-0.0,132.8331860705248,132.8331860705248
292,1.0,-0.0,-0.0,0.0,1.0,128250.0,289716.777,82.19999999999999,426.81197613250845,1.0,2673.541783736694,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,154716.777,-0.0,132.8331860705248,132.8331860705248
293,1.0,-0.0,-0.0,0.0,1.0,128250.0,306822.485,82.19999999999999,426.81197613250845,1.0,2673.541783736694,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,171822.485,-0.0,132.83318607052482,132.83318607052482
294,1.0,-0.0,-0.0,0.0,1.0,128250.0,321758.509,76.830003,426.81197613250845,1.0,2826.220002557462,325.649,298.15,27.499000000000024,27.499000000000024,2673.541783736695,115178.92848000006,186758.50900000002,-0.0,132.83318607052482,132.83318607052482
295,1.0,-0.0,-0.0,0.0,1.0,128250.0,314631.159,76.830003,426.81197613250845,1.0,2522.560195004888,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2675.2384138256543,130542.67151999992,179631.15899999999,-0.0,132.83318607052482,132.83318607052482
296,1.0,-0.0,-0.0,0.0,1.0,128250.0,290478.14,76.830003,426.81197613250845,1.0,2673.541783736693,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,155478.14,-0.0,132.83318607052485,132.83318607052485
297,1.0,-0.0,-0.0,0.0,1.0,128250.0,281463.206,76.830003,426.81197613250845,1.0,2673.541783736694,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,146463.206,-0.0,132.8331860705248,132.8331860705248
298,1.0,-0.0,-0.0,0.0,1.0,128250.0,237719.703,76.830003,426.81197613250845,1.0,2673.541783736694,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,102719.70300000001,-0.0,132.8331860705248,132.8331860705248
299,1.0,-0.0,-0.0,0.0,1.0,128250.0,152979.1366,76.830003,426.81197613250845,1.0,2673.541783736695,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,17979.136599999998,-0.0,132.8331860705248,132.8331860705248
300,1.0,-0.0,-0.0,0.0,1.0,128250.0,137372.1381,57.06,426.81197613250845,1.0,2826.220002557461,325.649,298.15,27.499000000000024,27.499000000000024,2673.541783736695,115178.92848000006,2372.138100000011,-0.0,132.83318607052485,132.83318607052485
301,1.0,-0.0,-0.0,0.0,1.0,128250.0,139688.9753,57.06,426.81197613250845,1.0,2675.238413825655,325.649,298.15,27.499000000000024,27.499000000000024,2675.2384138256543,115178.92848000006,4688.975299999991,-0.0,132.8331860705248,132.8331860705248
302,1.0,-0.0,-0.0,0.0,1.0,128250.0,214335.607,57.06,426.81197613250845,1.0,2522.560195004887,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2675.2384138256543,130542.67151999992,79335.60699999999,-0.0,132.83318607052485,132.83318607052485
303,1.0,-0.0,-0.0,0.0,1.0,128250.0,276790.514,57.06,426.81197613250845,1.0,2673.541783736694,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,141790.51400000002,-0.0,132.83318607052485,132.83318607052485
304,1.0,-0.0,-0.0,0.0,1.0,128250.0,300715.562,57.06,426.81197613250845,1.0,2673.541783736695,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,165715.56199999998,-0.0,132.83318607052485,132.83318607052485
305,1.0,-0.0,-0.0,0.0,1.0,128250.0,298352.314,57.06,426.81197613250845,1.0,2826.158955688682,325.65099999999995,298.15,27.500999999999976,27.500999999999976,2673.541783736695,115185.07151999991,163352.314,-0.0,132.83318607052482,132.83318607052482
306,1.0,-0.0,-0.0,0.0,1.0,128250.0,230479.466,39.45,422.06291858792235,1.0,2949.403883844606,320.649,298.15,22.499000000000024,22.499000000000024,2796.7256650238396,99821.32848000007,95479.46599999999,-0.0,108.62778792158984,108.62778792158984
307,1.0,-0.0,-0.0,-0.0,1.0,128250.0,155038.5954,39.45,422.06291858792235,1.0,2951.0394670647865,315.649,298.15,17.499000000000024,17.499000000000024,2798.4222951127995,84463.72848000006,20038.59539999999,-0.0,108.62778792158984,108.62778792158984
308,1.0,-0.0,-0.0,-0.0,1.0,112050.0,119695.0517,39.45,369.997939530679,1.0,2422.824957732604,315.649,298.15,17.499000000000024,17.499000000000024,2422.8249577326046,84463.72848000006,895.0516999999963,-0.0,87.80871665188195,87.80871665188195
309,1.0,-0.0,-0.0,-0.0,1.0,113400.0,120301.0788,39.45,373.97963734798174,1.0,2310.830740836175,320.649,298.15,22.499000000000024,22.499000000000024,2463.447912788164,99821.32848000007,151.07880000000296,-0.0,87.89492677294939,87.89492677294939
310,1.0,-0.0,-0.0,-0.0,1.0,125550.0,133610.5412,39.45,414.15122247987733,1.0,2716.093997455787,320.649,298.15,22.499000000000024,22.499000000000024,2716.0939974557878,99821.32848000007,1310.541200000007,-0.0,108.41856057289483,108.41856057289483
311,1.0,-0.0,-0.0,-0.0,1.0,128250.0,157535.5081,39.45,422.06291858792235,1.0,2798.4222951127986,320.649,298.15,22.499000000000024,22.499000000000024,2798.4222951127995,99821.32848000007,22535.508100000006,-0.0,108.62778792158984,108.62778792158984
312,1.0,-0.0,-0.0,-0.0,1.0,128250.0,184769.8372,48.03,422.06291858792235,1.0,2798.4222951127986,320.649,298.15,22.499000000000024,22.499000000000024,2798.4222951127995,99821.32848000007,49769.83720000001,-0.0,108.62778792158984,108.62778792158984
313,1.0,-0.0,-0.0,-0.0,1.0,128250.0,180920.2551,48.03,422.06291858792235,1.0,2798.4222951127986,320.649,298.15,22.499000000000024,22.499000000000024,2798.4222951127995,99821.32848000007,45920.25510000001,-0.0,108.62778792158984,108.62778792158984
314,1.0,-0.0,-0.0,-0.0,1.0,128250.0,161364.8689,48.03,422.06291858792235,1.0,2798.4222951127986,320.649,298.15,22.499000000000024,22.499000000000024,2798.4222951127995,99821.32848000007,26364.8689,-0.0,108.62778792158984,108.62778792158984
315,1.0,-0.0,-0.0,-0.0,1.0,128250.0,151581.11119999998,48.03,422.06291858792235,1.0,2798.4222951127986,320.649,298.15,22.499000000000024,22.499000000000024,2798.4222951127995,99821.32848000007,16581.111199999985,-0.0,108.62778792158984,108.62778792158984
316,1.0,-0.0,-0.0,-0.0,1.0,128250.0,170019.2859,48.03,422.06291858792235,1.0,2798.4222951127986,320.649,298.15,22.499000000000024,22.499000000000024,2798.4222951127995,99821.32848000007,35019.28589999999,-0.0,108.62778792158984,108.62778792158984
317,1.0,-0.0,-0.0,0.0,1.0,128250.0,170168.9213,48.03,422.06291858792235,1.0,2493.1269043400434,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2798.4222951127995,130542.67151999992,35168.92129999999,-0.0,108.62778792158983,108.62778792158983
318,1.0,-0.0,-0.0,-0.0,1.0,128250.0,182398.3504,77.49,426.81197613250845,1.0,2673.541783736695,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,47398.350399999996,-0.0,132.83318607052482,132.83318607052482
319,1.0,-0.0,-0.0,-0.0,1.0,128250.0,189229.4987,77.49,426.81197613250845,1.0,2673.541783736693,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,54229.4987,-0.0,132.83318607052482,132.83318607052482
320,1.0,-0.0,-0.0,-0.0,1.0,128250.0,196994.4757,77.49,426.81197613250845,1.0,2673.541783736694,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,61994.47570000001,-0.0,132.83318607052482,132.83318607052482
321,1.0,-0.0,-0.0,-0.0,1.0,128250.0,205707.1536,77.49,426.81197613250845,1.0,2673.541783736694,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,70707.15359999999,-0.0,132.83318607052482,132.83318607052482
322,1.0,-0.0,-0.0,-0.0,1.0,128250.0,194324.4733,77.49,426.81197613250845,1.0,2673.541783736694,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,59324.47330000001,-0.0,132.83318607052482,132.83318607052482
323,1.0,-0.0,-0.0,-0.0,1.0,128250.0,181943.9436,77.49,426.81197613250845,1.0,2673.541783736694,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,46943.9436,-0.0,132.83318607052482,132.83318607052482
324,1.0,-0.0,-0.0,0.0,1.0,128250.0,200084.6412,84.81,426.81197613250845,1.0,2673.541783736693,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,65084.64120000001,-0.0,132.83318607052485,132.83318607052485
325,1.0,-0.0,-0.0,0.0,1.0,128250.0,220682.5755,84.81,426.81197613250845,1.0,2826.220002557461,325.649,298.15,27.499000000000024,27.499000000000024,2673.541783736695,115178.92848000006,85682.5755,-0.0,132.8331860705248,132.8331860705248
326,1.0,-0.0,-0.0,0.0,1.0,128250.0,214799.09,84.81,426.81197613250845,1.0,2522.560195004887,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2675.2384138256543,130542.67151999992,79799.09,-0.0,132.83318607052485,132.83318607052485
327,1.0,-0.0,-0.0,0.0,1.0,128250.0,227234.264,84.81,426.81197613250845,1.0,2673.541783736693,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,92234.264,-0.0,132.83318607052485,132.83318607052485
328,1.0,-0.0,-0.0,0.0,1.0,128250.0,251803.0557,84.81,426.81197613250845,1.0,2673.541783736694,330.65099999999995,298.15,32.500999999999976,32.500999999999976,2673.541783736695,130542.67151999992,116803.0557,-0.0,132.8331860705248,132.8331860705248
329,1.0,-0.0,-0.0,0.0,1.0,128250.0,270778.113,84.81,426.81197613250845,1.0,2673.602830605476,330.649,298.15,32.499000000000024,32.499000000000024,2673.541783736695,130536.52848000005,135778.113,-0.0,132.8331860705248,132.8331860705248
330,1.0,-0.0,-0.0,0.0,1.0,128250.0,271470.405,94.98,431.5233179281724,1.0,2552.6437393961246,330.649,298.15,32.499000000000024,32.499000000000024,2552.643739396125,130536.52848000005,136470.40500000003,-0.0,162.430747503693,162.430747503693
331,1.0,-0.0,-0.0,0.0,1.0,128250.0,300719.475,94.98,431.5233179281724,1.0,2399.9655205753575,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2552.643739396125,145900.27151999992,165719.47499999998,-0.0,162.43074750369306,162.43074750369306
332,1.0,-0.0,-0.0,0.0,1.0,128250.0,336880.172,94.98,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,201880.17200000002,-0.0,162.430747503693,162.430747503693
333,1.0,-0.0,-0.0,0.0,1.0,128250.0,347140.603,94.98,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,212140.603,-0.0,162.43074750369306,162.43074750369306
334,1.0,-0.0,-0.0,0.0,1.0,128250.0,361218.408,94.98,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,226218.408,-0.0,162.43074750369306,162.43074750369306
335,1.0,-0.0,-0.0,0.0,1.0,128250.0,352517.025,94.98,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,217517.02500000002,-0.0,162.43074750369306,162.43074750369306
336,1.0,-0.0,-0.0,0.0,1.0,128250.0,353014.391,93.570003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,218014.391,-0.0,162.430747503693,162.430747503693
337,1.0,-0.0,-0.0,0.0,1.0,128250.0,368777.355,93.570003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,233777.35499999998,-0.0,162.43074750369306,162.43074750369306
338,1.0,-0.0,-0.0,0.0,1.0,128250.0,386338.114,93.570003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,251338.114,-0.0,162.430747503693,162.430747503693
339,1.0,-0.0,-0.0,0.0,1.0,128250.0,381292.856,93.570003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,246292.85600000003,-0.0,162.43074750369306,162.43074750369306
340,1.0,-0.0,-0.0,0.0,1.0,128250.0,358440.3886,93.570003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,223440.3886,-0.0,162.43074750369306,162.43074750369306
341,1.0,-0.0,-0.0,0.0,1.0,128250.0,349948.745,93.570003,431.5233179281724,1.0,2550.947109307165,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,214948.745,-0.0,162.430747503693,162.430747503693
342,1.0,-0.0,-0.0,0.0,1.0,128250.0,351193.549,93.53999999999999,431.5233179281724,1.0,2550.9471093071643,335.65099999999995,298.15,37.500999999999976,37.500999999999976,2550.9471093071656,145900.27151999992,216193.549,-0.0,162.430747503693,162.430747503693
